Дата,Время,Место,Улица,Дом,Адрес,Дорог,Килом,Метр,Full Addre,Latitude,Longitude,Погиб,Поги_1,Ранен,Ране_1,join_id,join_@id,join_area,join_highw,join_surfa,join_int_r,join_lanes,join_maxsp,join_max_1,join_onewa,join_ref,join_name,join_snowp,join_descr,join_smoot,join_troll,join_width,DTP_ID,Crossing_T,Crossing_D,Traf_light,Traf_lig_1,stops_Targ,stops_Dist,bump_Targe,bump_Dista
26.03.2020,17:25,"Новгородская область, Великий Новгород",Мира пр-кт,44/20,,,,,"Новгородская область, Великий Новгород Мира пр-кт 44/20",58.5253442000,31.2294079000,"0","0","0","0",way/199409880,way/199409880,,primary,asphalt,,"4",,,,,Нехинская улица,,,,,,"2149",node/1839788936,19.171381702100312,node/288423993,45.652582312567262,node/893968218,62.817168471708762,node/6172339291,689.059423735121754
26.03.2020,17:10,"Новгородская область, Великий Новгород",Нехинская ул,"1",,,,,"Новгородская область, Великий Новгород Нехинская ул 1",58.5230440000,31.2464771000,"0","0","0","0",way/209125792,way/209125792,,primary,asphalt,,"4",,,,,Нехинская улица,,,,,,"2150",node/6510641038,53.472514634928629,node/18485000,209.257874074708553,node/286533591,23.424223787064033,node/286749723,487.124008248925009
26.03.2020,13:45,"Новгородская область, Великий Новгород",Людогоща ул,"2",,,,,"Новгородская область, Великий Новгород Людогоща ул 2",58.5240580000,31.2693750000,"0","0","0","0",way/31376605,way/31376605,,primary,asphalt,,"2",,,yes,,Людогоща улица,,,,,,"2151",node/5692692678,24.268896881195023,node/929986810,60.639757351580762,node/286533601,65.064211081718440,node/299480496,447.933639186796540
26.03.2020,13:40,"Новгородская область, Великий Новгород",Белова ул,"13",,,,,"Новгородская область, Великий Новгород Белова ул 13",58.5227640000,31.2507161000,"0","0","0","0",way/209604615,way/209604615,,primary,asphalt,,"4",,,,,улица Белова,,,,,,"2152",node/486116232,16.457716908993316,node/18485000,45.174590301922819,node/286533593,172.238863610147462,node/6425003413,1068.141710058888293
26.03.2020,13:20,"Новгородская область, Великий Новгород",,,,,,,"Новгородская область, Великий Новгород",58.5255698000,31.2741929000,"0","0","0","0",way/343394383,way/343394383,,primary,asphalt,,"4",,,,,Большая Санкт-Петербургская улица,,,,yes,,"2153",node/4990972812,197.091420383545085,node/929986794,20.643818708429631,node/282529583,127.917172599045770,node/299480496,432.236438264066237
26.03.2020,10:55,"Новгородская область, Великий Новгород",,,,,,,"Новгородская область, Великий Новгород",58.5255698000,31.2741929000,"0","0","0","0",way/343394383,way/343394383,,primary,asphalt,,"4",,,,,Большая Санкт-Петербургская улица,,,,yes,,"2154",node/4990972812,197.091420383545085,node/929986794,20.643818708429631,node/282529583,127.917172599045770,node/299480496,432.236438264066237
26.03.2020,10:50,"Новгородская область, Великий Новгород",Мира пр-кт,"44",,,,,"Новгородская область, Великий Новгород Мира пр-кт 44",58.5254320000,31.2294140000,"0","0","0","0",way/199409880,way/199409880,,primary,asphalt,,"4",,,,,Нехинская улица,,,,,,"2155",node/1839788936,18.939502711212050,node/288423993,45.420704126812723,node/893968218,62.634472202413100,node/6172339291,689.119228231168790
26.03.2020,10:45,"Новгородская область, Великий Новгород",,,,,,,"Новгородская область, Великий Новгород",58.5255698000,31.2741929000,"0","0","0","0",way/343394383,way/343394383,,primary,asphalt,,"4",,,,,Большая Санкт-Петербургская улица,,,,yes,,"2156",node/4990972812,197.091420383545085,node/929986794,20.643818708429631,node/282529583,127.917172599045770,node/299480496,432.236438264066237
26.03.2020,10:35,"Новгородская область, Великий Новгород",Александра Корсунова пр-кт,"39",,,,,"Новгородская область, Великий Новгород Александра Корсунова пр-кт 39",58.5452550000,31.2370760000,"0","0","0","0",way/31376068,way/31376068,,primary,asphalt,,"3",,,yes,,проспект Александра Корсунова,,,,yes,,"2157",node/293923952,3.374866688130647,node/1864401730,326.818019472257333,node/893969479,58.696618382359283,node/299484487,508.187644370857299
26.03.2020,9:55,"Новгородская область, Великий Новгород",Мерецкова-Волосова ул,"7",,,,,"Новгородская область, Великий Новгород Мерецкова-Волосова ул 7",58.5194720000,31.2689530000,"0","0","0","0",way/363101905,way/363101905,,secondary,asphalt,,"1",,,yes,,Мерецкова-Волосова улица,,,,,,"2158",node/3673047535,22.939900786224904,node/1143738665,224.816109813889398,node/898703073,72.111726921435775,node/4744460857,276.146016403859448
26.03.2020,9:20,"Новгородская область, Великий Новгород",Большая Московская ул,"106",,,,,"Новгородская область, Великий Новгород Большая Московская ул 106",58.5401700000,31.3034559000,"0","0","0","0",way/688118156,way/688118156,,secondary,asphalt,,"4","40",,,,Большая Московская улица,,,,,,"2159",node/1865584352,100.043158062913093,node/1833031548,132.867680176265964,node/287821243,337.325249766710328,node/1570949864,2324.579897998507022
25.03.2020,20:00,"Новгородская область, Великий Новгород",,,,,,,"Новгородская область, Великий Новгород",58.5255698000,31.2741929000,"0","0","0","0",way/343394383,way/343394383,,primary,asphalt,,"4",,,,,Большая Санкт-Петербургская улица,,,,yes,,"2160",node/4990972812,197.091420383545085,node/929986794,20.643818708429631,node/282529583,127.917172599045770,node/299480496,432.236438264066237
25.03.2020,20:00,"Новгородская область, Великий Новгород",,,,,,,"Новгородская область, Великий Новгород",58.5255698000,31.2741929000,"0","0","0","0",way/343394383,way/343394383,,primary,asphalt,,"4",,,,,Большая Санкт-Петербургская улица,,,,yes,,"2161",node/4990972812,197.091420383545085,node/929986794,20.643818708429631,node/282529583,127.917172599045770,node/299480496,432.236438264066237
25.03.2020,19:30,"Новгородская область, Великий Новгород",,,,,,,"Новгородская область, Великий Новгород",58.5255698000,31.2741929000,"0","0","0","0",way/343394383,way/343394383,,primary,asphalt,,"4",,,,,Большая Санкт-Петербургская улица,,,,yes,,"2162",node/4990972812,197.091420383545085,node/929986794,20.643818708429631,node/282529583,127.917172599045770,node/299480496,432.236438264066237
25.03.2020,19:05,"Новгородская область, Великий Новгород",,,,,,,"Новгородская область, Великий Новгород",58.5255698000,31.2741929000,"0","0","0","0",way/343394383,way/343394383,,primary,asphalt,,"4",,,,,Большая Санкт-Петербургская улица,,,,yes,,"2163",node/4990972812,197.091420383545085,node/929986794,20.643818708429631,node/282529583,127.917172599045770,node/299480496,432.236438264066237
25.03.2020,17:20,"Новгородская область, Великий Новгород",Псковская ул,44-1,,,,,"Новгородская область, Великий Новгород Псковская ул 44-1",58.5228690000,31.2597690000,"0","0","1","1",way/173053640,way/173053640,,primary,asphalt,,"2",,,yes,,Чудинцева улица,,,,,,"2164",node/177578311,6.595940725019094,node/256640,276.472532599632700,node/892696734,62.244643883031301,node/299480496,670.740690772038533
25.03.2020,16:40,"Новгородская область, Великий Новгород",Розважа ул,1/11,,,,,"Новгородская область, Великий Новгород Розважа ул 1/11",58.5257799000,31.2745222000,"0","0","0","0",way/31389301,way/31389301,,primary,asphalt,,"4",,,,,улица Розважа,,,,,,"2165",node/4990972812,205.235849443831256,node/944850586,9.301728844913207,node/282529583,106.922234046437353,node/1319831809,507.528042391751057
25.03.2020,14:20,"Новгородская область, Великий Новгород",Кочетова ул,"27",,,,,"Новгородская область, Великий Новгород Кочетова ул 27",58.5350210000,31.2249070000,"0","0","0","0",way/31398735,way/31398735,,secondary,asphalt,,"4",,,,,улица Кочетова,,,bad,,,"2166",node/4608991307,47.202905983741140,node/177602477,310.553765101730789,node/299410753,243.902272253797861,node/299484497,533.881710418280250
25.03.2020,14:05,"Новгородская область, Великий Новгород",Октябрьская ул,"32",,,,,"Новгородская область, Великий Новгород Октябрьская ул 32",58.5287380000,31.2554470000,"0","0","0","0",way/31367190,way/31367190,,secondary,asphalt,,"4",,,,,Октябрьская улица,,,bad,yes,,"2167",node/6130838713,261.900609688005488,node/177577523,314.020541230666936,node/414572454,156.552098632032681,node/6425003413,679.026335897571471
25.03.2020,13:30,"Новгородская область, Великий Новгород",Александра Корсунова пр-кт,36к4,,,,,"Новгородская область, Великий Новгород Александра Корсунова пр-кт 36к4",58.5466686000,31.2321478000,"0","0","0","0",way/31366976,way/31366976,,secondary,asphalt,,"4",,,,,проспект Александра Корсунова,,,bad,yes,,"2168",node/5144634062,81.027931340194300,node/177601891,81.222333354227146,node/1106263192,23.846018265238563,node/299484487,599.932601300390388
25.03.2020,12:50,"Новгородская область, Великий Новгород",Германа ул,"30",,,,,"Новгородская область, Великий Новгород Германа ул 30",58.5353250000,31.2633501000,"0","0","0","0",way/31403543,way/31403543,,secondary,asphalt,,"3",,,,,улица Германа,,,bad,yes,,"2169",node/486096356,168.410769927404687,node/147137137,183.205677714110664,node/892959426,111.048783836833181,node/3940315859,512.913046283256222
25.03.2020,12:20,"Новгородская область, Великий Новгород",Колмовская наб,"3",,,,,"Новгородская область, Великий Новгород Колмовская наб 3",58.5411468000,31.2766641000,"0","0","2","0",way/42808255,way/42808255,,secondary,asphalt,,"4",,,,,Колмовская набережная,,,bad,,,"2170",node/490533472,297.360276553153710,node/287861257,371.684409876644963,node/414572452,879.083979971603071,node/3940315859,542.351900571249530
25.03.2020,9:10,"Новгородская область, Великий Новгород",,,,,,,"Новгородская область, Великий Новгород",58.5255698000,31.2741929000,"0","0","0","0",way/343394383,way/343394383,,primary,asphalt,,"4",,,,,Большая Санкт-Петербургская улица,,,,yes,,"2171",node/4990972812,197.091420383545085,node/929986794,20.643818708429631,node/282529583,127.917172599045770,node/299480496,432.236438264066237
24.03.2020,21:00,"Новгородская область, Великий Новгород",,,,,,,"Новгородская область, Великий Новгород",58.5255698000,31.2741929000,"0","0","0","0",way/343394383,way/343394383,,primary,asphalt,,"4",,,,,Большая Санкт-Петербургская улица,,,,yes,,"2172",node/4990972812,197.091420383545085,node/929986794,20.643818708429631,node/282529583,127.917172599045770,node/299480496,432.236438264066237
24.03.2020,19:00,"Новгородская область, Великий Новгород",,,,,,,"Новгородская область, Великий Новгород",58.5255698000,31.2741929000,"0","0","0","0",way/343394383,way/343394383,,primary,asphalt,,"4",,,,,Большая Санкт-Петербургская улица,,,,yes,,"2173",node/4990972812,197.091420383545085,node/929986794,20.643818708429631,node/282529583,127.917172599045770,node/299480496,432.236438264066237
24.03.2020,18:20,"Новгородская область, Великий Новгород",Нехинская ул,34 к1,,,,,"Новгородская область, Великий Новгород Нехинская ул 34 к1",58.5262985000,31.2137404000,"0","0","0","0",way/440950058,way/440950058,,primary,asphalt,,"2",,,,,Нехинская улица,,,,,,"2174",node/2812443547,287.932532836381824,node/27019229,281.789409093013148,node/471744032,105.468527964701067,node/299484497,948.962308994131376
24.03.2020,16:25,"Новгородская область, Великий Новгород",,,,,,,"Новгородская область, Великий Новгород",58.5255698000,31.2741929000,"0","0","0","0",way/343394383,way/343394383,,primary,asphalt,,"4",,,,,Большая Санкт-Петербургская улица,,,,yes,,"2175",node/4990972812,197.091420383545085,node/929986794,20.643818708429631,node/282529583,127.917172599045770,node/299480496,432.236438264066237
24.03.2020,15:15,"Новгородская область, Великий Новгород",,,,,,,"Новгородская область, Великий Новгород",58.5255698000,31.2741929000,"0","0","0","0",way/343394383,way/343394383,,primary,asphalt,,"4",,,,,Большая Санкт-Петербургская улица,,,,yes,,"2176",node/4990972812,197.091420383545085,node/929986794,20.643818708429631,node/282529583,127.917172599045770,node/299480496,432.236438264066237
24.03.2020,15:05,"Новгородская область, Великий Новгород",,,,,,,"Новгородская область, Великий Новгород",58.5255698000,31.2741929000,"0","0","0","0",way/343394383,way/343394383,,primary,asphalt,,"4",,,,,Большая Санкт-Петербургская улица,,,,yes,,"2177",node/4990972812,197.091420383545085,node/929986794,20.643818708429631,node/282529583,127.917172599045770,node/299480496,432.236438264066237
24.03.2020,13:00,"Новгородская область, Великий Новгород",Великая ул,"20",,,,,"Новгородская область, Великий Новгород Великая ул 20",58.5397110000,31.2712949000,"0","0","0","0",way/208807014,way/208807014,,secondary,asphalt,,"2",,,,,Великая улица,,,bad,,,"2178",node/6594679417,160.163792166139444,node/287861256,146.408844618069026,node/414572452,519.145223053313089,node/3940315859,141.492603133476877
24.03.2020,12:55,"Новгородская область, Великий Новгород",Газон ул,"5",,,,,"Новгородская область, Великий Новгород Газон ул 5",58.5250110000,31.2724990000,"0","0","0","0",way/209252339,way/209252339,,primary,asphalt,,"4",,,,,улица Газон,,,,,,"2179",node/5698502680,41.888740311508506,node/944850585,98.344081089733223,node/422675615,272.928456239500861,node/299480496,425.387824484766043
24.03.2020,11:50,"Новгородская область, Великий Новгород",Великая ул,"20",,,,,"Новгородская область, Великий Новгород Великая ул 20",58.5397110000,31.2712949000,"0","0","0","0",way/208807014,way/208807014,,secondary,asphalt,,"2",,,,,Великая улица,,,bad,,,"2180",node/6594679417,160.163792166139444,node/287861256,146.408844618069026,node/414572452,519.145223053313089,node/3940315859,141.492603133476877
24.03.2020,9:05,"Новгородская область, Великий Новгород",Германа ул,"24",,,,,"Новгородская область, Великий Новгород Германа ул 24",58.5325270000,31.2610570000,"0","0","0","0",way/31403543,way/31403543,,secondary,asphalt,,"3",,,,,улица Германа,,,bad,yes,,"2181",node/5692759505,60.755185171939331,node/244045070,40.435076790043610,node/414572447,97.280651915406082,node/299480496,691.132318761673901
23.03.2020,20:10,"Новгородская область, Великий Новгород",,,,,,,"Новгородская область, Великий Новгород",58.5255698000,31.2741929000,"0","0","0","0",way/343394383,way/343394383,,primary,asphalt,,"4",,,,,Большая Санкт-Петербургская улица,,,,yes,,"2182",node/4990972812,197.091420383545085,node/929986794,20.643818708429631,node/282529583,127.917172599045770,node/299480496,432.236438264066237
23.03.2020,19:35,"Новгородская область, Великий Новгород",,,,,,,"Новгородская область, Великий Новгород",58.5255698000,31.2741929000,"0","0","0","0",way/343394383,way/343394383,,primary,asphalt,,"4",,,,,Большая Санкт-Петербургская улица,,,,yes,,"2183",node/4990972812,197.091420383545085,node/929986794,20.643818708429631,node/282529583,127.917172599045770,node/299480496,432.236438264066237
23.03.2020,18:35,"Новгородская область, Великий Новгород",Павла Левитта ул,2а,,,,,"Новгородская область, Великий Новгород Павла Левитта ул 2а",58.5508629000,31.2738008000,"0","0","0","0",way/39951396,way/39951396,,secondary,asphalt,,"1",,,yes,,Колмовская набережная,,,bad,,,"2184",node/479789291,37.546558030432983,node/479789030,342.992846250634784,node/486087684,295.748272382404423,node/3940315866,1074.464122582036225
23.03.2020,18:30,"Новгородская область, Великий Новгород",,,,,,,"Новгородская область, Великий Новгород",58.5255698000,31.2741929000,"0","0","0","0",way/343394383,way/343394383,,primary,asphalt,,"4",,,,,Большая Санкт-Петербургская улица,,,,yes,,"2185",node/4990972812,197.091420383545085,node/929986794,20.643818708429631,node/282529583,127.917172599045770,node/299480496,432.236438264066237
23.03.2020,18:00,"Новгородская область, Великий Новгород",Ломоносова ул,"15",,,,,"Новгородская область, Великий Новгород Ломоносова ул 15",58.5385520000,31.2449000000,"0","0","0","0",way/175868867,way/175868867,,secondary,asphalt,,"2",,,yes,,улица Ломоносова,,,bad,,,"2186",node/2205077539,37.871448394844009,node/2205077541,39.720642080432185,node/455880782,25.526369889960250,node/302050384,467.561249918268913
23.03.2020,17:05,"Новгородская область, Великий Новгород",Кочетова ул,"6",,,,,"Новгородская область, Великий Новгород Кочетова ул 6",58.5437709000,31.2269801000,"0","0","0","0",way/120926423,way/120926423,,secondary,asphalt,,"4","50",,,,улица Кочетова,,,bad,,,"2187",node/6723291294,62.564186961640075,node/286903964,60.181143625919333,node/415706220,120.150929690275177,node/299484489,239.331516524185105
23.03.2020,15:50,"Новгородская область, Великий Новгород",Большая Московская ул,"122",,,,,"Новгородская область, Великий Новгород Большая Московская ул 122",58.5466464000,31.3122661000,"0","0","0","0",way/172396360,way/172396360,,primary,asphalt,,"3",RU:urban,,yes,,улица Державина,,,,,,"2188",node/5273143693,69.521537022513826,node/1982059585,65.950641357764610,node/892890934,232.170784171751876,node/1570949864,1911.055366893748669
23.03.2020,14:45,"Новгородская область, Великий Новгород",Октябрьская ул,"36",,,,,"Новгородская область, Великий Новгород Октябрьская ул 36",58.5296550000,31.2556460000,"0","0","1","0",way/31367190,way/31367190,,secondary,asphalt,,"4",,,,,Октябрьская улица,,,bad,yes,,"2189",node/6130838713,342.147739597366183,node/177577523,394.267489227079523,node/414572454,85.571236469040855,node/6425003413,673.719745701571469
23.03.2020,14:20,"Новгородская область, Великий Новгород",Рабочая ул,"39",,,,,"Новгородская область, Великий Новгород Рабочая ул 39",58.5698710000,31.2733069000,"0","0","0","0",way/226855746,way/226855746,,secondary,asphalt,,"4",,,,,Рабочая улица,,,bad,,,"2190",node/4609165039,837.845848111236478,node/3974388926,574.651744910969228,node/1401990011,586.235719954966271,node/6340964470,1869.402436436244898
23.03.2020,13:45,"Новгородская область, Великий Новгород",Сырковское ш,"3",,,,,"Новгородская область, Великий Новгород Сырковское ш 3",58.5552978000,31.2581076000,"0","0","0","0",way/208252432,way/208252432,,primary,asphalt,,"2",,,,,Сырковское шоссе,,,,,,"2191",node/301129611,649.971242429168342,node/281000784,758.560358287321606,node/565333511,666.515864035604750,node/6340964470,742.109117680539725
23.03.2020,13:35,"Новгородская область, Великий Новгород",Александра Корсунова пр-кт,32б,,,,,"Новгородская область, Великий Новгород Александра Корсунова пр-кт 32б",58.5459860000,31.2379500000,"0","0","0","0",way/175881849,way/175881849,,primary,asphalt,,"3",,,yes,,проспект Александра Корсунова,,,,yes,,"2192",node/1864401941,43.610716847088170,node/1864401730,287.563273686727598,node/893969479,30.617916056912705,node/293342947,566.409034073863381
23.03.2020,13:30,"Новгородская область, Великий Новгород",Михайлова ул,"3",,,,,"Новгородская область, Великий Новгород Михайлова ул 3",58.5162023000,31.2875981000,"0","0","0","0",way/363008888,way/363008888,,tertiary,,,"2",,,,,Никольская улица,,,,,,"2193",node/6724059946,158.966156993423283,node/246262,751.347046853580423,node/455876721,138.691674892276978,node/1319831809,1433.402576816316241
23.03.2020,12:15,"Новгородская область, Великий Новгород",,,,,,,"Новгородская область, Великий Новгород",58.5255698000,31.2741929000,"0","0","0","0",way/343394383,way/343394383,,primary,asphalt,,"4",,,,,Большая Санкт-Петербургская улица,,,,yes,,"2194",node/4990972812,197.091420383545085,node/929986794,20.643818708429631,node/282529583,127.917172599045770,node/299480496,432.236438264066237
23.03.2020,12:05,"Новгородская область, Великий Новгород",Павла Левитта ул,2к2,,,,,"Новгородская область, Великий Новгород Павла Левитта ул 2к2",58.5512558000,31.2722293000,"0","0","0","0",way/31366804,way/31366804,,primary,asphalt,,"3",,,yes,,,,,,,,"2195",node/299030739,98.490969657607238,node/6092334694,280.209772219120794,node/486087684,173.220396236963268,node/3940315866,1097.918494526117684
23.03.2020,11:00,"Новгородская область, Великий Новгород",Мира пр-кт,"13",,,,,"Новгородская область, Великий Новгород Мира пр-кт 13",58.5366059000,31.2345767000,"0","0","0","0",way/238059750,way/238059750,,tertiary,,,"2","40",,,,улица Зелинского,,,,,,"2196",node/299374435,14.339639277797543,node/18485131,56.402429262343240,node/2016736494,62.455933683119149,node/293342947,366.591388192631371
23.03.2020,10:40,"Новгородская область, Великий Новгород",,,,,,,"Новгородская область, Великий Новгород",58.5255698000,31.2741929000,"0","0","0","0",way/343394383,way/343394383,,primary,asphalt,,"4",,,,,Большая Санкт-Петербургская улица,,,,yes,,"2197",node/4990972812,197.091420383545085,node/929986794,20.643818708429631,node/282529583,127.917172599045770,node/299480496,432.236438264066237
23.03.2020,10:30,"Новгородская область, Великий Новгород",,,,,,,"Новгородская область, Великий Новгород",58.5255698000,31.2741929000,"0","0","0","0",way/343394383,way/343394383,,primary,asphalt,,"4",,,,,Большая Санкт-Петербургская улица,,,,yes,,"2198",node/4990972812,197.091420383545085,node/929986794,20.643818708429631,node/282529583,127.917172599045770,node/299480496,432.236438264066237
23.03.2020,10:00,"Новгородская область, Великий Новгород",Федоровский Ручей ул,2/13,,,,,"Новгородская область, Великий Новгород Федоровский Ручей ул 2/13",58.5233084000,31.2875182000,"0","0","0","0",way/175907677,way/175907677,,primary,asphalt,,"4",,,,,улица Фёдоровский Ручей,,,,,,"2199",node/6724059930,49.192698379167417,node/246262,165.107973367104080,node/525298696,180.490394453862024,node/1319831809,712.888012460394066
22.03.2020,22:30,"Новгородская область, Великий Новгород",Юрьевское ш,2 -1,,,,,"Новгородская область, Великий Новгород Юрьевское ш 2 -1",58.4989025000,31.2520259000,"0","0","0","0",way/466004005,way/466004005,,secondary,asphalt,,"2",,,,,Юрьевское шоссе,,,bad,,,"2200",node/4608985358,68.109923628375370,node/376294300,1886.249173773308712,node/4744460858,1276.914615583836394,node/7765694918,1291.667188840653580
22.03.2020,19:20,"Новгородская область, Великий Новгород",,,,,,,"Новгородская область, Великий Новгород",58.5255698000,31.2741929000,"0","0","0","0",way/343394383,way/343394383,,primary,asphalt,,"4",,,,,Большая Санкт-Петербургская улица,,,,yes,,"2201",node/4990972812,197.091420383545085,node/929986794,20.643818708429631,node/282529583,127.917172599045770,node/299480496,432.236438264066237
22.03.2020,17:50,"Новгородская область, Великий Новгород",,,,,,,"Новгородская область, Великий Новгород",58.5255698000,31.2741929000,"0","0","0","0",way/343394383,way/343394383,,primary,asphalt,,"4",,,,,Большая Санкт-Петербургская улица,,,,yes,,"2202",node/4990972812,197.091420383545085,node/929986794,20.643818708429631,node/282529583,127.917172599045770,node/299480496,432.236438264066237
22.03.2020,17:00,"Новгородская область, Великий Новгород",,,,,,,"Новгородская область, Великий Новгород",58.5255698000,31.2741929000,"0","0","0","0",way/343394383,way/343394383,,primary,asphalt,,"4",,,,,Большая Санкт-Петербургская улица,,,,yes,,"2203",node/4990972812,197.091420383545085,node/929986794,20.643818708429631,node/282529583,127.917172599045770,node/299480496,432.236438264066237
22.03.2020,12:35,"Новгородская область, Великий Новгород",,,,,,,"Новгородская область, Великий Новгород",58.5255698000,31.2741929000,"0","0","0","0",way/343394383,way/343394383,,primary,asphalt,,"4",,,,,Большая Санкт-Петербургская улица,,,,yes,,"2204",node/4990972812,197.091420383545085,node/929986794,20.643818708429631,node/282529583,127.917172599045770,node/299480496,432.236438264066237
22.03.2020,10:45,"Новгородская область, Великий Новгород",,,,,,,"Новгородская область, Великий Новгород",58.5255698000,31.2741929000,"0","0","0","0",way/343394383,way/343394383,,primary,asphalt,,"4",,,,,Большая Санкт-Петербургская улица,,,,yes,,"2205",node/4990972812,197.091420383545085,node/929986794,20.643818708429631,node/282529583,127.917172599045770,node/299480496,432.236438264066237
21.03.2020,21:25,"Новгородская область, Великий Новгород",Псковская ул,"52",,,,,"Новгородская область, Великий Новгород Псковская ул 52",58.5051433000,31.2270147000,"0","0","0","0",way/321257840,way/321257840,,primary,asphalt,,"3","60",,,Р-56,Псковская улица,,,,,,"2206",node/3400066842,159.861120159906108,node/376294300,1429.087600497107132,node/462086224,81.755285494068801,node/7765694938,777.084761537963004
21.03.2020,19:50,"Новгородская область, Великий Новгород",Александра Корсунова пр-кт,21А,,,,,"Новгородская область, Великий Новгород Александра Корсунова пр-кт 21А",58.5438430000,31.2457010000,"0","0","0","0",way/175868865,way/175868865,,primary,asphalt,,"3",,,yes,,проспект Александра Корсунова,,,,yes,,"2207",node/2163011256,15.243857924024690,node/1864273486,9.952696936612863,node/455881964,55.385009280533474,node/302050384,1060.227885303170069
21.03.2020,16:20,"Новгородская область, Великий Новгород",Большая Санкт-Петербургская ул,"86",,,,,"Новгородская область, Великий Новгород Большая Санкт-Петербургская ул 86",58.5504305000,31.2694831000,"0","0","0","0",way/173198410,way/173198410,,primary,asphalt,,"3",,,yes,,,,,,,,"2208",node/701120432,76.549416366974910,node/6092334694,190.045884354726553,node/486087684,111.260194825018459,node/3940315867,1043.497237289735267
21.03.2020,16:10,"Новгородская область, Великий Новгород",Большая Санкт-Петербургская ул,"86",,,,,"Новгородская область, Великий Новгород Большая Санкт-Петербургская ул 86",58.5504305000,31.2694831000,"0","0","0","0",way/173198410,way/173198410,,primary,asphalt,,"3",,,yes,,,,,,,,"2209",node/701120432,76.549416366974910,node/6092334694,190.045884354726553,node/486087684,111.260194825018459,node/3940315867,1043.497237289735267
21.03.2020,13:40,"Новгородская область, Великий Новгород",Большая Санкт-Петербургская ул,95/1,,,,,"Новгородская область, Великий Новгород Большая Санкт-Петербургская ул 95/1",58.5595755000,31.2744125000,"0","0","0","0",way/665630220,way/665630220,,primary,asphalt,,"2",,,yes,,Большая Санкт-Петербургская улица,,,,,,"2210",node/287858831,28.241908280394465,node/3974064301,166.131885685524509,node/2016732107,46.436084222419005,node/3940315867,2137.154187100255967
21.03.2020,13:35,"Новгородская область, Великий Новгород",Александра Корсунова пр-кт,"34",,,,,"Новгородская область, Великий Новгород Александра Корсунова пр-кт 34",58.5467900000,31.2352140000,"0","0","0","0",way/31366976,way/31366976,,secondary,asphalt,,"4",,,,,проспект Александра Корсунова,,,bad,yes,,"2211",node/3503974934,2.682428320621144,node/177601891,264.160893657398958,node/893968216,144.212568290007937,node/299484487,526.944266569570004
21.03.2020,13:30,"Новгородская область, Великий Новгород",Ломоносова ул,"37",,,,,"Новгородская область, Великий Новгород Ломоносова ул 37",58.5287712000,31.2401683000,"0","0","0","0",way/238058632,way/238058632,,secondary,asphalt,,"2","40",,yes,,улица Ломоносова,,,bad,,,"2212",node/5691531511,89.711434949656990,node/2205077492,269.314580340602959,node/299374451,41.102760145528592,node/6418406602,221.555506426098674
20.03.2020,19:45,"Новгородская область, Великий Новгород",,,,,,,"Новгородская область, Великий Новгород",58.5255698000,31.2741929000,"0","0","0","0",way/343394383,way/343394383,,primary,asphalt,,"4",,,,,Большая Санкт-Петербургская улица,,,,yes,,"2213",node/4990972812,197.091420383545085,node/929986794,20.643818708429631,node/282529583,127.917172599045770,node/299480496,432.236438264066237
20.03.2020,17:30,"Новгородская область, Великий Новгород",,,,,,,"Новгородская область, Великий Новгород",58.5255698000,31.2741929000,"0","0","0","0",way/343394383,way/343394383,,primary,asphalt,,"4",,,,,Большая Санкт-Петербургская улица,,,,yes,,"2214",node/4990972812,197.091420383545085,node/929986794,20.643818708429631,node/282529583,127.917172599045770,node/299480496,432.236438264066237
20.03.2020,17:30,"Новгородская область, Великий Новгород",,,,,,,"Новгородская область, Великий Новгород",58.5255698000,31.2741929000,"0","0","0","0",way/343394383,way/343394383,,primary,asphalt,,"4",,,,,Большая Санкт-Петербургская улица,,,,yes,,"2215",node/4990972812,197.091420383545085,node/929986794,20.643818708429631,node/282529583,127.917172599045770,node/299480496,432.236438264066237
20.03.2020,16:20,"Новгородская область, Великий Новгород",,,,,,,"Новгородская область, Великий Новгород",58.5255698000,31.2741929000,"0","0","0","0",way/343394383,way/343394383,,primary,asphalt,,"4",,,,,Большая Санкт-Петербургская улица,,,,yes,,"2216",node/4990972812,197.091420383545085,node/929986794,20.643818708429631,node/282529583,127.917172599045770,node/299480496,432.236438264066237
20.03.2020,16:20,"Новгородская область, Великий Новгород",,,,,,,"Новгородская область, Великий Новгород",58.5255698000,31.2741929000,"0","0","0","0",way/343394383,way/343394383,,primary,asphalt,,"4",,,,,Большая Санкт-Петербургская улица,,,,yes,,"2217",node/4990972812,197.091420383545085,node/929986794,20.643818708429631,node/282529583,127.917172599045770,node/299480496,432.236438264066237
20.03.2020,14:55,"Новгородская область, Великий Новгород",Большая Санкт-Петербургская ул,"95",,,,,"Новгородская область, Великий Новгород Большая Санкт-Петербургская ул 95",58.5595755000,31.2744125000,"0","0","0","0",way/665630220,way/665630220,,primary,asphalt,,"2",,,yes,,Большая Санкт-Петербургская улица,,,,,,"2218",node/287858831,28.241908280394465,node/3974064301,166.131885685524509,node/2016732107,46.436084222419005,node/3940315867,2137.154187100255967
